timestamp,accept,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,write
2019-05-07 13:53:29,376.3818181818181,315.30909090909086,0,598.5636363636363,290.6,789.0727272727272,204.9272727272727,249.65454545454543,251.2181818181818,857.3454545454546,468.2181818181818,227.45454545454544,185.87272727272727,270.0363636363636,319.30909090909086,0,238.45454545454544,0,0,0,293.96363636363634,0,1328.0181818181816,184.83636363636364,193.65454545454543,454.8545454545454,585.4,347.8,781.6545454545453,123.92727272727272,428.19999999999993,228.1090909090909,441.0363636363636,930.3636363636363
2019-05-07 13:53:26,390.7090909090909,314.8,0,591.6181818181817,274.1454545454545,773.2727272727273,174.85454545454544,255.4363636363636,210.74545454545452,838.8545454545454,451.7090909090909,208.74545454545452,186.23636363636362,259.16363636363633,305.4,0,229.5272727272727,0,0,0,277,0,1290.8,197.89090909090908,192.4,462.30909090909086,571,347.6,796.8181818181818,120.65454545454546,454.4545454545454,208.7090909090909,408.32727272727266,902.1272727272727
2019-05-07 13:53:23,390.7090909090909,314.8,0,591.6181818181817,274.1454545454545,773.2727272727273,174.85454545454544,255.4363636363636,210.74545454545452,838.8545454545454,451.7090909090909,208.74545454545452,186.23636363636362,259.16363636363633,305.4,0,229.5272727272727,0,0,0,277,0,1290.8,197.89090909090908,192.4,462.30909090909086,571,347.6,796.8181818181818,120.65454545454546,454.4545454545454,208.7090909090909,408.32727272727266,902.1272727272727
2019-05-07 13:53:20,390.6727272727273,325.3272727272727,0,591.690909090909,258.49090909090904,758.1818181818181,179.43636363636364,215.96363636363634,193.8181818181818,866.4909090909091,448.8363636363636,200.96363636363634,196.83636363636364,239.39999999999998,283.8363636363636,0,196.3090909090909,0,0.5636363636363636,0,276.18181818181813,0,1294.090909090909,193.43636363636364,204.87272727272727,435.0545454545454,570.3636363636363,357.6181818181818,805.690909090909,133.94545454545454,448.12727272727267,192.4,429.8363636363636,906.0363636363636
2019-05-07 13:53:17,358.94545454545454,90.03636363636363,0,546.9454545454545,254.76363636363632,753.9818181818181,150.8,196.67272727272726,193.34545454545454,848.1090909090908,311.52727272727276,185.0181818181818,208.56363636363633,239.78181818181818,265.45454545454544,0,163.69090909090906,0,0.5636363636363636,0,265.8545454545454,0,1281.709090909091,211.23636363636362,210.65454545454543,349.58181818181816,570.0363636363636,336.2,839.6363636363636,139.94545454545454,484.79999999999995,170.9090909090909,429.79999999999995,746.9272727272727
2019-05-07 13:53:14,358.94545454545454,90.03636363636363,0,546.9454545454545,254.76363636363632,753.9818181818181,150.8,196.67272727272726,193.34545454545454,848.1090909090908,311.52727272727276,185.0181818181818,208.56363636363633,239.78181818181818,265.45454545454544,0,163.69090909090906,0,0.5636363636363636,0,265.8545454545454,0,1281.709090909091,211.23636363636362,210.65454545454543,349.58181818181816,570.0363636363636,336.2,839.6363636363636,139.94545454545454,484.79999999999995,170.9090909090909,429.79999999999995,746.9272727272727
2019-05-07 13:53:11,402.29090909090905,81.67272727272727,0,168.38181818181818,226.07272727272726,707.3818181818182,143.96363636363637,202.1090909090909,199.78181818181818,823.5090909090908,297.1454545454545,115.19999999999999,198.29090909090908,228.1272727272727,245.74545454545452,0,163.29090909090908,0,0.5636363636363636,0,236.18181818181816,0,1263.2363636363634,216.5090909090909,188.03636363636363,347.6909090909091,578.3090909090909,92.18181818181817,508.0363636363636,151.67272727272726,487.16363636363633,153.14545454545453,195.2,737.5272727272727
2019-05-07 13:53:08,402.29090909090905,81.67272727272727,0,168.38181818181818,226.07272727272726,707.3818181818182,143.96363636363637,202.1090909090909,199.78181818181818,823.5090909090908,297.1454545454545,115.19999999999999,198.29090909090908,228.1272727272727,245.74545454545452,0,163.29090909090908,0,0.5636363636363636,0,236.18181818181816,0,1263.2363636363634,216.5090909090909,188.03636363636363,347.6909090909091,578.3090909090909,92.18181818181817,508.0363636363636,151.67272727272726,487.16363636363633,153.14545454545453,195.2,737.5272727272727
2019-05-07 13:53:05,419.2181818181818,92.98181818181817,0,170.25454545454542,215.83636363636364,704.7636363636362,156.8,231.59999999999997,196.0181818181818,833.2727272727273,277.2,135.78181818181818,174.78181818181818,229.78181818181818,223.8181818181818,0,142.9272727272727,0,0.5636363636363636,0,211.25454545454542,0,1215.0727272727272,202.07272727272726,182.69090909090906,368.4181818181818,578.5636363636363,71.87272727272726,480.6181818181818,151.74545454545452,518.2545454545455,147.5272727272727,215.9090909090909,720.3090909090909
2019-05-07 13:53:02,417.27272727272725,65.63636363636364,0,179.9090909090909,177.27272727272728,170.89090909090908,117.21818181818182,225.83636363636364,212.56363636363633,809.8909090909091,231.8181818181818,160.29090909090908,152.07272727272726,235.05454545454543,140.6181818181818,0,131.87272727272727,0,0.5636363636363636,0,241.16363636363633,0,1175.3090909090909,189.3090909090909,173.76363636363632,360.2363636363636,75.01818181818182,78.18181818181819,460.99999999999994,178.69090909090906,526.5454545454545,133.25454545454545,186.3090909090909,186.74545454545452
