timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-12 01:51:49,3446.472727272727,0,0,0,0,0,0,0,0,0,0,5613.272727272726,0,0,0,0,0,0,0,0,92.61818181818181,716.7090909090908,0,0,0,0,0,0,3391.7272727272725,2871.509090909091,5975.181818181818,0,0,0,0,0,0,0,0,5351.363636363636,3543.3090909090906,80.63636363636364
2019-05-12 01:51:46,3446.472727272727,0,0,0,0,0,0,0,0,0,0,5613.272727272726,0,0,0,0,0,0,0,0,92.61818181818181,716.7090909090908,0,0,0,0,0,0,3391.7272727272725,2871.509090909091,5975.181818181818,0,0,0,0,0,0,0,0,5351.363636363636,3543.3090909090906,80.63636363636364
2019-05-12 01:51:43,3639.5454545454545,0,0,0,0,0,0,0,0,0,0,5390.672727272727,0,0,0,0,0,0,0,0,92.61818181818181,642.1454545454545,0,0,0,0,0,0,3310.272727272727,2928.690909090909,6001.309090909091,0,0,0,0,0,0,0,0,5208.854545454545,3525.581818181818,80.63636363636364
2019-05-12 01:51:40,3639.5454545454545,0,0,0,0,0,0,0,0,0,0,5390.672727272727,0,0,0,0,0,0,0,0,92.61818181818181,642.1454545454545,0,0,0,0,0,0,3310.272727272727,2928.690909090909,6001.309090909091,0,0,0,0,0,0,0,0,5208.854545454545,3525.581818181818,80.63636363636364
2019-05-12 01:51:37,3854.454545454545,0,0,0,0,0,0,0,0,0,0,5717.581818181818,0,0,0,0,0,0,0,0,92.61818181818181,617.2727272727273,0,0,0,0,0,0,3631.290909090909,2993.218181818181,6048.290909090909,0,0,0,0,0,0,0,0,5292.636363636364,3628.181818181818,80.63636363636364
2019-05-12 01:51:34,4053.7999999999997,0,0,0,0,0,0,0,0,0,0,5913.6909090909085,0,0,0,0,0,0,0,0,102.09090909090908,893.4181818181818,0,0,0,0,0,0,3745.981818181818,3294.8181818181815,6255.381818181818,0,0,0,0,0,0,0,0,5457.763636363637,3887.9454545454546,141.47272727272727
2019-05-12 01:51:31,4053.7999999999997,0,0,0,0,0,0,0,0,0,0,5913.6909090909085,0,0,0,0,0,0,0,0,102.09090909090908,893.4181818181818,0,0,0,0,0,0,3745.981818181818,3294.8181818181815,6255.381818181818,0,0,0,0,0,0,0,0,5457.763636363637,3887.9454545454546,141.47272727272727
2019-05-12 01:51:28,4120.6909090909085,0,0,0,0,0,0,0,0,0,0,6067.290909090909,0,0,0,0,0,0,0,0,102.09090909090908,1068.0545454545454,0,0,0,0,0,0,3695.0727272727268,3425.5454545454545,6267.563636363636,0,0,0,0,0,0,0,0,5510.2363636363625,3992.454545454545,141.47272727272727
2019-05-12 01:51:25,4120.6909090909085,0,0,0,0,0,0,0,0,0,0,6067.290909090909,0,0,0,0,0,0,0,0,102.09090909090908,1068.0545454545454,0,0,0,0,0,0,3695.0727272727268,3425.5454545454545,6267.563636363636,0,0,0,0,0,0,0,0,5510.2363636363625,3992.454545454545,141.47272727272727
2019-05-12 01:51:22,4086.7090909090907,0,0,0,0,0,0,0,0,0,0,6228.854545454545,0,0,0,0,0,0,0,0,102.09090909090908,1136.1454545454544,0,0,0,0,0,0,3834.9636363636364,3574.872727272727,6250.50909090909,0,0,0,0,0,0,0,0,5470.727272727273,3927.9090909090905,141.47272727272727
