timestamp,accept,close,dup2,exit,futex,getpid,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,tgkill,wait,write,yield
2019-05-11 13:25:27,163.78181818181818,0,0,0,194.34545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.36363636363636,0
2019-05-11 13:25:24,167.2181818181818,0,0,0,194.78181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.85454545454545,0
2019-05-11 13:25:21,167.2181818181818,0,0,0,194.78181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.85454545454545,0
2019-05-11 13:25:18,173,0,0,0,196.65454545454543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.72727272727273,0
2019-05-11 13:25:15,173,0,0,0,196.65454545454543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.72727272727273,0
2019-05-11 13:25:12,156.27272727272728,0,0,0,189.7090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.16363636363636,0
2019-05-11 13:25:09,147.58181818181816,0,0,0,181.27272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.70909090909091,0
2019-05-11 13:25:06,147.58181818181816,0,0,0,181.27272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.70909090909091,0
2019-05-11 13:25:03,172.6,0,0,0,186.5090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.309090909090905,0
2019-05-11 13:25:00,172.6,0,0,0,186.5090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.309090909090905,0
2019-05-11 13:24:57,197.4,0,0,0,226.63636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.72727272727273,0
2019-05-11 13:24:54,238.76363636363632,0,0,0,252.6181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.72727272727273,0
2019-05-11 13:24:51,238.76363636363632,0,0,0,252.6181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.72727272727273,0
2019-05-11 13:24:48,270.3818181818182,0,0,0,311.6181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.018181818181816,0
2019-05-11 13:24:45,270.3818181818182,0,0,0,311.6181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.018181818181816,0
2019-05-11 13:24:42,334.09090909090907,0,0,0,362.27272727272725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.618181818181817,0
2019-05-11 13:24:39,446.9090909090909,0,0,0,420.30909090909086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0
2019-05-11 13:24:36,446.9090909090909,0,0,0,420.30909090909086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0
2019-05-11 13:24:33,525.2363636363636,0,0,0,501.16363636363633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.30909090909091,0
2019-05-11 13:24:30,525.2363636363636,0,0,0,501.16363636363633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.30909090909091,0
2019-05-11 13:24:27,609.1818181818181,0,0,0,617.1818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.709090909090909,0
2019-05-11 13:24:24,685.0363636363636,0,0,0,692.1090909090908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.181818181818182,0
2019-05-11 13:24:21,685.0363636363636,0,0,0,692.1090909090908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.181818181818182,0
2019-05-11 13:24:18,905.9818181818181,0,0,0,757.7090909090908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.709090909090909,0
