timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,sendto,sigprocmask,socket,syscall,wait,write,yield
2019-05-11 12:07:06,3638.690909090909,0,0,48.090909090909086,0,0,0,46.381818181818176,48.836363636363636,0,6347.581818181818,0,0,0,0,0,0,45.563636363636355,453.3454545454545,464.0545454545454,0,0,0,0,0,0,3066.5272727272727,3436.9090909090905,6840.599999999999,0,0,7.181818181818182,0,0,5768.654545454545,4104.363636363636,190.63636363636363
2019-05-11 12:07:03,3832.8909090909087,0,0,48.090909090909086,0,0,0,46.381818181818176,48.836363636363636,0,6555.727272727273,0,0,0,0,0,0,45.563636363636355,378.12727272727267,425.8363636363636,0,0,0,0,0,0,3066.5272727272727,3574.9090909090905,6822.763636363637,0,0,7.181818181818182,0,0,5717.345454545454,4033.4363636363632,95.32727272727271
2019-05-11 12:07:00,3832.8909090909087,0,0,48.090909090909086,0,0,0,46.381818181818176,48.836363636363636,0,6555.727272727273,0,0,0,0,0,0,45.563636363636355,378.12727272727267,425.8363636363636,0,0,0,0,0,0,3066.5272727272727,3574.9090909090905,6822.763636363637,0,0,7.181818181818182,0,0,5717.345454545454,4033.4363636363632,95.32727272727271
2019-05-11 12:06:57,3884.01607301951,0,0,48.091783486972496,0,0,0,46.38266150293642,48.837251586392476,0,6601.883670612193,0,0,0,0,0,0,45.56446480845106,430.4623720431281,505.37282496045384,0,0,0,0,0,0,2955.3264604810997,3627.9205076455937,6921.144020800379,0,0,7.181948762704777,0,0,5811.560210185639,4108.820160366552,175.54864633902434
2019-05-11 12:06:54,3850.3818181818183,0,0,48.090909090909086,0,0,0,46.381818181818176,48.836363636363636,0,6773.399999999999,0,0,0,0,0,0,45.563636363636355,430.4545454545454,431.3999999999999,0,0,0,0,0,0,3256.2363636363634,3715.1454545454544,6850.90909090909,0,0,7.181818181818182,0,0,5828.527272727272,3838.8181818181815,175.54545454545453
2019-05-11 12:06:51,3850.3818181818183,0,0,48.090909090909086,0,0,0,46.381818181818176,48.836363636363636,0,6773.399999999999,0,0,0,0,0,0,45.563636363636355,430.4545454545454,431.3999999999999,0,0,0,0,0,0,3256.2363636363634,3715.1454545454544,6850.90909090909,0,0,7.181818181818182,0,0,5828.527272727272,3838.8181818181815,175.54545454545453
2019-05-11 12:06:48,3669.3090909090906,0,0,48.70909090909091,0,0,0,46.381818181818176,48.836363636363636,0,6489.454545454545,0,0,0,0,0,19.363636363636363,45.563636363636355,430.4545454545454,490.3454545454545,0,16.747226666666666,0,9.711768484848486,0,0,2971.4,3596.090909090909,6567.490909090909,0,0,7.181818181818182,0,0,5769.927272727273,3921.509090909091,175.54545454545453
2019-05-11 12:06:45,3669.3090909090906,0,0,48.70909090909091,0,0,0,46.381818181818176,48.836363636363636,0,6489.454545454545,0,0,0,0,0,19.363636363636363,45.563636363636355,430.4545454545454,490.3454545454545,0,15.887226666666667,0,9.214495757575756,0,0,2971.4,3596.090909090909,6567.490909090909,0,0,7.181818181818182,0,0,5769.927272727273,3921.509090909091,175.54545454545453
2019-05-11 12:06:42,3411.3272727272724,0,0,58.672727272727265,0,0,0,126.79999999999998,63.9090909090909,0,6058.036363636363,0,0,0,0,0,19.363636363636363,47.50909090909091,239.5090909090909,387.3636363636363,0,16.46056,0,9.546010909090908,0,0,2761.7272727272725,3318.9999999999995,6104.1454545454535,0,0,7.8545454545454545,0,0,5401.4,3641.0181818181813,139.83636363636364
2019-05-11 12:06:39,3256.7454545454543,0,0,58.672727272727265,0,0,0,126.79999999999998,63.9090909090909,0,5574.8,0,0,0,0,0,19.363636363636363,47.50909090909091,239.5090909090909,387.3636363636363,0,17.03389333333333,0,9.877526060606062,0,0,2456.8363636363633,2954.4909090909086,5474.854545454545,0,0,7.8545454545454545,0,0,5066.072727272726,3332.9636363636364,139.83636363636364
2019-05-11 12:06:36,3256.7454545454543,0,0,58.672727272727265,0,0,0,126.79999999999998,63.9090909090909,0,5574.8,0,0,0,0,0,19.363636363636363,47.50909090909091,239.5090909090909,387.3636363636363,0,16.173893333333332,0,9.380253333333334,0,0,2456.8363636363633,2954.4909090909086,5474.854545454545,0,0,7.8545454545454545,0,0,5066.072727272726,3332.9636363636364,139.83636363636364
2019-05-11 12:06:33,2884.472727272727,0,0,58.672727272727265,0,0,0,126.79999999999998,63.9090909090909,0,5204.1454545454535,0,0,0,0,0,19.363636363636363,47.50909090909091,239.5090909090909,387.3636363636363,0,16.747226666666666,0,9.711768484848486,0,0,2204.5636363636363,2759.854545454545,4944.945454545454,0,0,7.8545454545454545,0,0,4744.363636363636,2973.1272727272726,139.83636363636364
2019-05-11 12:06:30,2884.472727272727,0,0,58.672727272727265,0,0,0,126.79999999999998,63.9090909090909,0,5204.1454545454535,0,0,0,0,0,19.363636363636363,47.50909090909091,239.5090909090909,387.3636363636363,0,15.887226666666667,0,9.214495757575756,0,0,2204.5636363636363,2759.854545454545,4944.945454545454,0,0,7.8545454545454545,0,0,4744.363636363636,2973.1272727272726,139.83636363636364
2019-05-11 12:06:27,2580.3636363636365,0,0,58.672727272727265,0,0,0,126.79999999999998,63.9090909090909,0,4691.036363636364,0,0,0,0,0,19.363636363636363,47.50909090909091,239.5090909090909,387.3636363636363,0,16.46056,0,9.546010909090908,0,0,1866.3090909090906,2431.3272727272724,4435.8,0,0,7.8545454545454545,0,0,4285.963636363636,2650.090909090909,139.83636363636364
2019-05-11 12:06:24,2614.781818181818,0,0,10.581818181818182,0,0,0,80.41818181818182,15.07272727272727,0,4230.054545454545,0,0,0,0,0,19.363636363636363,1.9454545454545453,132.5090909090909,312.8727272727273,0,17.03389333333333,0,9.877526060606062,0,0,1788.9272727272726,2188.3090909090906,4026.5272727272727,0,0,0.6727272727272726,0,0,3778.218181818181,2303.818181818182,80.21818181818182
2019-05-11 12:06:21,2614.781818181818,0,0,10.581818181818182,0,0,0,80.41818181818182,15.07272727272727,0,4230.054545454545,0,0,0,0,0,19.363636363636363,1.9454545454545453,132.5090909090909,312.8727272727273,0,16.173893333333332,0,9.380253333333334,0,0,1788.9272727272726,2188.3090909090906,4026.5272727272727,0,0,0.6727272727272726,0,0,3778.218181818181,2303.818181818182,80.21818181818182
2019-05-11 12:06:18,2393.9636363636364,0,0,10.581818181818182,0,0,0,80.41818181818182,15.07272727272727,0,3939.7454545454543,0,0,0,0,0,19.363636363636363,1.9454545454545453,132.5090909090909,312.8727272727273,0,16.747226666666666,0,9.711768484848486,0,0,1577.6363636363635,1914.1090909090906,3576.1272727272726,0,0,0.6727272727272726,0,0,3418.3090909090906,2039.7454545454543,80.21818181818182
2019-05-11 12:06:15,2393.9636363636364,0,0,10.581818181818182,0,0,0,80.41818181818182,15.07272727272727,0,3939.7454545454543,0,0,0,0,0,19.363636363636363,1.9454545454545453,132.5090909090909,312.8727272727273,0,15.887226666666667,0,9.214495757575756,0,0,1577.6363636363635,1914.1090909090906,3576.1272727272726,0,0,0.6727272727272726,0,0,3418.3090909090906,2039.7454545454543,80.21818181818182
